Reference Chord Alignment Report
Generated from reference_chords/english_master_chordbook.txt
===============================================================
- 1 | AAJ KA DIN YEHOVA NE BANAYA HAI | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 217 | HOLY HOLY HOLY | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 218 | AI MERE MAN YEHOVA KO DHANYA DHANYA KAHO | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 218 | THE ORIGINAL LIFE THE ORIGINAL SEED | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 219 | JESUS YOU'RE THE SWEETEST NAME OF ALL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 219 | MERA YESHU HAI KITNA MAHAN | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 220 | BLESS THE LORD O MY SOUL | Current Key: D | Reference Key: C | Interval: 10 | Status: Transposed
- 220 | YESHU KABHI NA CHODEGA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 221 | MERA EK HI MITRA YESHU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 221 | SING THE WONDROUS LOVE OF JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 222 | AAKHRI NARSINGA, PHOOKA JANE WALA HAI | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 222 | LET THE DEW OF HEAVEN FALL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 223 | JESUS IS THE JOY OF LIVING | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 223 | YESHU TUNE MUJKHO BANAYA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 224 | SEEK YE FIRST THE KINGDOM OF GOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 224 | VANDANA KARTE HAIN HUM | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 225 | PRABHU PARMESHWAR TU KITNA BHALA HAI | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 225 | THE FULNESS OF THE GODHEAD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 226 | HO TERI STUTI AUR AARADHNA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 226 | REJOICE EVERMORE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 227 | AAO GAO YESHU KE LIYE STUTI AUR MAHIMA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 227 | WE'VE GOT A GREAT BIG WONDERFUL GOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 228 | THOU ART WORTHY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 228 | UTAR AA, UTAR AA, UTAR AA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 229 | PHIR SE WO AAG BARSA DE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 229 | YOU ARE THE KING OF GLORY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 230 | INTO MY HEART | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 230 | PRARTHNA MEIN JO KUCH MANGA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 231 | LORD WE DESIRE TO SEEK THEE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 231 | YESHU MERA RAJA YESHU MERA PRABHU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 232 | MAIN TERE AAGE AAP CHALUNGA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 232 | THE SAVIOUR IS WAITING | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 233 | I'VE BEEN REDEEMED | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 234 | HE IS HERE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 235 | THOU DOST SEEK A BRIDE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 236 | JESUS IS THE ANSWER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 237 | WE ARE ONE IN THE SPIRIT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 238 | I WILL SING I WILL SING | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 239 | JUST AS I AM | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 240 | FAIREST LORD JESUS RULER OF ALL NATURE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 241 | IN THESE DAYS OF TRIALS SO NEAR THE END | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 242 | THE LORD'S MY SHEPHERD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 243 | KING OF MY LIFE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 244 | OH WHAT A WONDERFUL WONDERFUL DAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 245 | OUT OF MY BONDAGE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 246 | O WHAT A GIFT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 247 | O THE DEEP DEEP LOVE OF JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 248 | O LORD ALL THE WORLD BELONGS TO YOU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 249 | TO GOD BE THE GLORY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 250 | I LOVE THE NAME OF JESUS | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 251 | SHEPHERD OF LOVE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 252 | MAKE ME A CHANNEL OF YOUR PEACE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 253 | IT ONLY TAKES A SPARK | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 254 | I WILL GIVE THANKS TO THEE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 255 | MAKING MELODY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 256 | CLAP YOUR HANDS TOGETHER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 257 | LET THE LORD HAVE HIS WAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 258 | OH THIS IS LIKE HEAVEN TO ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 259 | COUNT YOUR BLESSINGS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 260 | I DON'T KNOW ABOUT TOMORROW | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 261 | IT'S THE HOLY GHOST AND FIRE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 262 | I'M PRESSING ON THE UPWARD WAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 263 | O LORD OUR GOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 264 | O GLORIOUS VICTORY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 265 | ALL IS WELL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 266 | AS THE DEER PANTETH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 267 | COME HOLY SPIRIT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 268 | FILL MY CUP LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 269 | GREAT AND MIGHTY IS THE LORD OUR GOD | Current Key: D | Reference Key: G | Interval: 5 | Status: Transposed
- 270 | I NEED THEE EVERY HOUR | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 271 | IN HIS TIME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 272 | I'M LOOKING THROUGH A LOOKING GLASS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 273 | IS YOUR ALL ON THE ALTAR OF SACRIFICE LAID | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 274 | I'D RATHER HAVE JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 275 | HE IS JEHOVAH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 276 | YOUR LOVE IS TO ME | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 277 | I HEAR THE SAVIOUR SAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 278 | BLESSED BE THE FOUNTAIN OF BLOOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 279 | WITHOUT HIM I CAN DO NOTHING | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 280 | WALKING IN CLOSE UNION | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 281 | HOLY HOLY HOLY HOLY | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 282 | ALL FOR JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 283 | BECAUSE HE LIVES I CAN FACE TOMORROW | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 284 | MY JESUS I LOVE THEE | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 285 | WHEN THE SPIRIT OF THE LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 286 | SAVIOUR LIKE A SHEPHERD LEAD US | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 287 | COME AND GO WITH ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 288 | BIND US TOGETHER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 289 | ISN'T HE WONDERFUL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 290 | DEEPER DEEPER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 291 | HEAR MY CRY O LORD | Current Key: D | Reference Key: C | Interval: 10 | Status: Transposed
- 292 | I FEEL THE PULL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 293 | SAY THEM OVER AGAIN TO ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 294 | THE LORD IS MY SHEPHERD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 295 | STAND UP STAND UP FOR JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 296 | GUIDE ME O THOU GREAT JEHOVAH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 297 | PEACE PERFECT PEACE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 298 | WHILE WE PRAY AND WHILE WE PLEAD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 299 | LOVE DIVINE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 300 | TRUST AND OBEY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 301 | PRAISE TO THE LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 302 | A WONDERFUL SAVIOUR IS JESUS MY LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 303 | THE CHURCH HAS ONE FOUNDATION | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 304 | FACE TO FACE WITH CHRIST MY SAVIOUR | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 305 | CAUSE ME TO COME TO THY RIVER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 306 | FOR AS TRULY AS I LIVE | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 307 | GOD WILL MAKE A WAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 308 | YOU ARE BEAUTIFUL BEYOND DESCRIPTION | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 309 | ONE DAY AT A TIME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 310 | CALLED TO WALK IN THE WAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 311 | HOSANNA HOSANNA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 312 | GOD SAID "SET MY PEOPLE FREE" | Current Key: D | Reference Key: G | Interval: 5 | Status: Transposed
- 313 | CELEBRATE JESUS CELEBRATE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 314 | GOD IS GOOD ALL THE TIME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 315 | O PERFECT LOVE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 316 | WE WILL WORSHIP THE MAKER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 317 | ABIDE WITH ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 318 | OH LET THE SON OF GOD ENFOLD YOU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 319 | GIVE ME YOUR HAND LET'S AGREE TOGETHER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 320 | THE JOY OF THE LORD IS MY STRENGTH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 321 | MORE LOVE MORE POWER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 322 | PRAISE HIM PRAISE HIM JESUS OUR BLESSED REDEEMER | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 323 | SOME TRUST IN CHARIOTS AND SOME IN HORSES | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 324 | TAKE TIME TO BE HOLY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 325 | STANDING BY A PURPOSE TRUE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 326 | HOSANNA BLESSED BE THE NAME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 327 | I JUST WANT TO BE WHERE YOU ARE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 328 | I'VE BELIEVED THE TRUE REPORT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 329 | WHAT WE NEED IS THE PILLAR OF FIRE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 330 | I COME BEFORE YOU TODAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 331 | I BELIEVE IN JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 332 | HE'S MORE THAN ENOUGH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 333 | PURIFY MY HEART | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 334 | IN THE PRESENCE OF JEHOVAH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 335 | HEAR OUR PRAYER | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 336 | ALL THE WAY MY SAVIOR LEADS ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 337 | SOME THROUGH THE WATERS SOME THROUGH THE FLOOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 338 | HOLY SPIRIT THOU ART WELCOME IN THIS PLACE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 339 | WEâ€™LL WALK IN THE LIGHT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 340 | WHAT A FELLOWSHIP WHAT A JOY DIVINE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 341 | LETâ€™S GO UP TO ZION | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 342 | THESE ARE THE DAYS OF ELIJAH | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 343 | PRAISE YOU LORD FOR SAVING ME | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 344 | COME THOU ALMIGHTY KING | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 345 | I LIFT MY HANDS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 346 | BLESS THE LORD O MY SOUL | Current Key: D | Reference Key: C | Interval: 10 | Status: Transposed
- 347 | NO OTHER NAME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 348 | I CLAIM THE BLOOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 349 | HIS NAME IS HIGHER | Current Key: D | Reference Key: D | Interval: 0 | Status: Already Correct
- 350 | I AM CRUCIFIED WITH CHRIST | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 351 | MASTER REDEEMER SAVIOUR OF THE WORLD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 352 | WHY WORRY WHEN YOU CAN PRAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 353 | AS WE GATHER IN THIS PLACE TODAY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 354 | ANOINT ME WITH FRESH OIL | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 355 | AS THE WORLD LOOKS UPON ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 356 | YOU ARE MY REFUGE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 357 | BLESSED BE THE NAME OF THE LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 358 | GOD WILL TAKE CARE OF YOU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 359 | LEAD KINDLY LIGHT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 360 | REDEEMED HOW I LOVE TO PROCLAIM IT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 361 | IN TIMES LIKE THESE YOU NEED A SAVIOR | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 362 | WE MAGNIFY YOUR NAME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 363 | THE BIRDS HAVE A NEST TO GO | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 364 | I THE LORD THY GOD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 365 | BRING A PSALM TO THE LORD | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 366 | NEARER MY GOD TO THEE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 367 | SAFE IN THE ARMS OF JESUS | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 368 | LORD MAKE ME AN INSTRUMENT | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 369 | I WILL SERVE THEE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 370 | PRECIOUS LORD TAKE MY HAND | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 371 | I WILL NEVER FORGET YOU | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Manual Review Required
- 372 | JUST A CLOSER WALK | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 373 | THERE IS A LAND OF MILK AND HONEY | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 374 | I WANT TO WALK WITH JESUS CHRIST | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 375 | BLESSINGS AND MORE BLESSINGS OVERTAKE ME | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 376 | WHAT A DAY THAT WILL BE | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 377 | BURDENS ARE LIFTED | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 378 | JEZU TUJIM UTRAM | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 379 | ZANNAIM TUM (Know Ye Not) | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 380 | ARGAM TUKA SOMIA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 381 | SORVESPORA DEVA | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 382 | TO MOJEM SOGLLEM DAIZ (He Is My Everything) | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 383 | ASSONDHI MOG | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 384 | TUKA AMIM POLEUNK NAM | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 385 | VOI DEV BORO (YES GOD IS GOOD) | Current Key: N/A | Reference Key: EE | Interval: 0 | Status: Key Filled From Reference
- 1001 | ** Above All Powers | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1002 | ** Alive, Alive, Alive Forevermore | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1003 | ** All I Once Held Dear | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1004 | ** Alleluia, For The Lord God Almighty Reigns | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1005 | ** Come Thou Fount Of Every Blessing | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1006 | ** El Elah, Elohim | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1007 | ** Every Praise Is To Our God | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1008 | ** He Looked Beyond My Faults | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1009 | ** Here I Am To Worship | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1010 | ** I Enter The Holy Of Holies | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1011 | ** Holy Words Long Preserved | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1012 | ** I Know The Master Of The Winds | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1013 | ** I'll Sing Praises To You Name | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1014 | ** In Your Presence | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1016 | ** No Longer Slaves | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1017 | ** Lord I Come To Thee | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1018 | ** Our God Is An Awesome God | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1019 | ** Take Me Past The Outer Court | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1020 | ** Still (Hide Me Now) | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1021 | ** Open The Eyes Of My Heart | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1022 | ** Thank You For The Cross, Lord | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1023 | ** Lord I Lift Your Name On High | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1024 | ** Sometimes Hallelujah | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1025 | ** What shall I render unto Jehovah | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1026 | ** In Christ Alone my Hope is found | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1027 | ** Goodness of God | I Love you Lord | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1028 | ** He Knows my Name | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1029 | ** Hallowed be Thy Name | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1030 | ** You deserve the glory | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1031 | ** Shout to the Lord, all the earth let us sing | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1032 | ** Give me that old time religion | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1033 | ** I come to the garden alone | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1034 | ** This is the Air I Breathe | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1035 | ** I will celebrate, sing unto the Lord | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1036 | ** Will the circle be unbroken | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1037 | ** Welcome Holy Spirit, be here with Your Presence | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1038 | ** Thank you Lord for your blessings on me! | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1501 | माझा येशु मला प्रिय फार | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1502 | तुझंसा कोणी नाही | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1503 | तारक तो सामर्थ्य तो | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 1504 | तुझी दया सनातन आहे | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2001 | ** आसमान भी टल जायेगा | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2002 | ** क्या दे सकता हूँ, क्या ला सकता हूँ | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2003 | ** Dhanyawad ke saath stuti gaunga | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2004 | ** Aaradhana me hai chutkara | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2005 | हे स्वर्गीय पिता | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2006 | हाल्लेलुयाह, हाल्लेलुयाह, हम गाते है बारंबार | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2007 | येसु नाम मिला | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
